story_id,story_title,slot,expected_path,image_prompt
23,"الجِدارُ المُتَكَلِّم",page-3,/public/images/stories/23/page-3.jpg,"A glowing book floating down into the boy's hands, with traditional Saudi architectural elements in background"
23,"الجِدارُ المُتَكَلِّم",page-4,/public/images/stories/23/page-4.jpg,"Stars forming images of Saudi desert, oases and old palaces in the night sky as the boy reads"
23,"الجِدارُ المُتَكَلِّم",page-5,/public/images/stories/23/page-5.jpg,"Boy enthusiastically telling his friends about books at a modern Saudi public library"
23,"الجِدارُ المُتَكَلِّم",page-6,/public/images/stories/23/page-6.jpg,"The girl walking home at sunset, looking back at the wall with respect and appreciation, Diriyah's skyline in the background"
23,"الجِدارُ المُتَكَلِّم",page-6,/public/images/stories/23/page-6.jpg,"Boy and his friends reading together at the library, with a window showing stars twinkling in the night sky"
24,"حقيبة جدي العجيبة",page-1,/public/images/stories/24/page-1.jpg,"A Saudi boy helping his mother clean an old room, discovering a dusty leather bag in an old wooden closet"
24,"حقيبة جدي العجيبة",page-2,/public/images/stories/24/page-2.jpg,"A traditional Saudi marketplace from the past with mud buildings, merchants, and camels"
24,"حقيبة جدي العجيبة",page-3,/public/images/stories/24/page-3.jpg,"Close-up of merchants selling dates and coffee, with camel caravans in the background"
24,"حقيبة جدي العجيبة",page-4,/public/images/stories/24/page-4.jpg,"Pearl divers on traditional wooden boats in the Arabian Gulf"
24,"حقيبة جدي العجيبة",page-5,/public/images/stories/24/page-5.jpg,"Traditional Saudi majlis with tribal elders drinking Arabic coffee"
24,"حقيبة جدي العجيبة",page-6,/public/images/stories/24/page-6.jpg,"The boy sitting with his parents in a modern Saudi living room, holding the old bag while telling his story enthusiastically"
25,"مدينة الألعاب العجيبة",page-1,/public/images/stories/25/page-1.jpg,"A colorful amusement park entrance with Arabic signage, father and son standing in front, wearing traditional Saudi dress"
25,"مدينة الألعاب العجيبة",page-2,/public/images/stories/25/page-2.jpg,"Two Saudi boys in traditional dress looking at a roller coaster, with a visible queue line"
25,"مدينة الألعاب العجيبة",page-3,/public/images/stories/25/page-3.jpg,"A security guard in uniform talking to children in line, holding a golden star badge"
25,"مدينة الألعاب العجيبة",page-4,/public/images/stories/25/page-4.jpg,"A boy waiting in line, looking at birds perched orderly on a tree branch"
25,"مدينة الألعاب العجيبة",page-5,/public/images/stories/25/page-5.jpg,"A happy boy receiving a golden star badge after exiting the roller coaster"
25,"مدينة الألعاب العجيبة",page-6,/public/images/stories/25/page-6.jpg,"Father and son walking home at sunset, son proudly showing his golden star badge"
26,"رروبوت رِيشَة",page-1,/public/images/stories/26/page-1.jpg,"A creative Saudi school boy in a small workshop, collecting wires, screws, batteries on a table, excited inventor expression, cozy warm lighting, colorful tools, child engineering vibe."
26,"رروبوت رِيشَة",page-2,/public/images/stories/26/page-2.jpg,"A small homemade robot with a thin pen-like arm standing on a workbench, boy smiling proudly, night time workshop, lamp light, tools and parts scattered, creative invention scene."
26,"رروبوت رِيشَة",page-3,/public/images/stories/26/page-3.jpg,"Robot drawing glowing shapes in midair in front of a classroom board, children watching in amazement, floating stars, hearts, circles made of light, cheerful classroom, bright colors."
26,"رروبوت رِيشَة",page-4,/public/images/stories/26/page-4.jpg,"School playground, small robot drawing a glowing smiling face in the air for a lonely boy, other children joining, sunlight, happy friendly mood."
26,"رروبوت رِيشَة",page-5,/public/images/stories/26/page-5.jpg,"Teacher and children watching a small robot writing and handing out papers very fast, robot arm moving like a dancer, fun excitement, school hallway or classroom."
26,"رروبوت رِيشَة",page-6,/public/images/stories/26/page-6.jpg,"Quiet warm bedroom or workshop evening, boy sitting with a small robot that glows softly, peaceful friendship vibe, robot looks like it is smiling, cozy atmosphere."
27,"قلبٌ من ذَهَب",page-1,/public/images/stories/27/page-1.jpg,"A shy Saudi boy sitting alone at the back of a classroom, looking down at his desk"
27,"قلبٌ من ذَهَب",page-2,/public/images/stories/27/page-2.jpg,"A traditional Arabic lamp in a garden, with a gentle glow coming from it"
27,"قلبٌ من ذَهَب",page-3,/public/images/stories/27/page-3.jpg,"Two Saudi boys helping each other carry books in a school hallway"
27,"قلبٌ من ذَهَب",page-4,/public/images/stories/27/page-4.jpg,"A boy searching for a shoe in the school playground, with a small crying child nearby"
27,"قلبٌ من ذَهَب",page-5,/public/images/stories/27/page-5.jpg,"A group of boys gathering around Salman, smiling and patting him on the back"
27,"قلبٌ من ذَهَب",page-6,/public/images/stories/27/page-6.jpg,"Salman looking confident and happy, holding the lamp while surrounded by friends in the schoolyard"
28,"حُلم سُلطان",page-1,/public/images/stories/28/page-1.jpg,"A Saudi boy sitting in a garden in Jeddah, watching a magpie flying in the sky, dreamy expression on his face"
28,"حُلم سُلطان",page-2,/public/images/stories/28/page-2.jpg,"A Saudi father and son having a conversation in their traditional living room, father smiling encouragingly"
28,"حُلم سُلطان",page-3,/public/images/stories/28/page-3.jpg,"In a Saudi school classroom, a sad boy being laughed at by another student"
28,"حُلم سُلطان",page-4,/public/images/stories/28/page-4.jpg,"A kind-looking science teacher showing airplane pictures to an interested student in his office"
28,"حُلم سُلطان",page-5,/public/images/stories/28/page-5.jpg,"A determined boy studying at his desk, surrounded by books about airplanes and mathematics"
28,"حُلم سُلطان",page-6,/public/images/stories/28/page-6.jpg,"A proud Saudi pilot in uniform standing next to a Saudi Airlines plane, waving at children in the airport"
29,"رسائل العنقاء",page-1,/public/images/stories/29/page-1.jpg,"A Saudi girl sitting by her window at dawn, watching a golden phoenix flying in the sky over Medina's landscape"
29,"رسائل العنقاء",page-2,/public/images/stories/29/page-2.jpg,"A majestic golden phoenix leaving a small scroll on a windowsill, with the girl reaching for it"
29,"رسائل العنقاء",page-3,/public/images/stories/29/page-3.jpg,"The girl reading a glowing scroll with Arabic calligraphy, sitting in her traditional Saudi room"
29,"رسائل العنقاء",page-4,/public/images/stories/29/page-4.jpg,"Two Saudi schoolgirls in uniform sharing food in a school courtyard"
29,"رسائل العنقاء",page-5,/public/images/stories/29/page-5.jpg,"The phoenix watching from a distance as the girl finds a new scroll at sunset"
29,"رسائل العنقاء",page-6,/public/images/stories/29/page-6.jpg,"The girl helping others at school while the phoenix's silhouette appears in the sky, creating a magical atmosphere"
30,"راشد والنخلة الصغيرة",page-1,/public/images/stories/30/page-1.jpg,"An elderly Saudi grandfather giving a small palm tree seedling to his grandson Rashid in their home garden, bright sunny day"
30,"راشد والنخلة الصغيرة",page-2,/public/images/stories/30/page-2.jpg,"Split scene: Rashid watering the plant carefully, then playing with friends while the plant looks dry"
30,"راشد والنخلة الصغيرة",page-3,/public/images/stories/30/page-3.jpg,"A wilting palm seedling, grandfather looking sad, Rashid looking ashamed"
30,"راشد والنخلة الصغيرة",page-4,/public/images/stories/30/page-4.jpg,"Rashid taking care of the plant early morning, watering and cleaning around it"
30,"راشد والنخلة الصغيرة",page-5,/public/images/stories/30/page-5.jpg,"The palm tree looking healthy again, grandfather patting Rashid's shoulder proudly"
30,"راشد والنخلة الصغيرة",page-6,/public/images/stories/30/page-6.jpg,"A grown palm tree with dates, teenage Rashid standing proudly next to it with his grandfather"
31,"مشروع الصف الرائع",page-1,/public/images/stories/31/page-1.jpg,"A Saudi classroom with a male teacher explaining to students, four boys sitting together at a table looking uncertain"
31,"مشروع الصف الرائع",page-2,/public/images/stories/31/page-2.jpg,"Four boys working separately on different tasks, looking frustrated and not communicating"
31,"مشروع الصف الرائع",page-3,/public/images/stories/31/page-3.jpg,"A messy project display with disorganized papers and pictures, boys looking disappointed"
31,"مشروع الصف الرائع",page-4,/public/images/stories/31/page-4.jpg,"Teacher sitting with the boys in a circle, using hand gestures while explaining, with a small diagram of bees working together"
31,"مشروع الصف الرائع",page-5,/public/images/stories/31/page-5.jpg,"Boys working together harmoniously in a school library, sharing ideas and helping each other"
31,"مشروع الصف الرائع",page-6,/public/images/stories/31/page-6.jpg,"A beautiful project display on a school wall with the boys proudly standing next to it, teacher giving them thumbs up"
32,"نورة والنجاح",page-1,/public/images/stories/32/page-1.jpg,"A young Saudi girl in school uniform sitting sadly at her desk, looking at a test paper with a low grade"
32,"نورة والنجاح",page-2,/public/images/stories/32/page-2.jpg,"Mother sitting next to her daughter, showing care and concern while the daughter explains her worries"
32,"نورة والنجاح",page-3,/public/images/stories/32/page-3.jpg,"Mother and daughter creating a colorful study schedule together at a desk"
32,"نورة والنجاح",page-4,/public/images/stories/32/page-4.jpg,"Girl studying diligently at her desk with books and notes, a small desert bird watching from the window"
32,"نورة والنجاح",page-5,/public/images/stories/32/page-5.jpg,"Confident girl taking a test in classroom, looking prepared and focused"
32,"نورة والنجاح",page-6,/public/images/stories/32/page-6.jpg,"Happy girl showing her excellent test results to her proud mother, both smiling"
33,"أقنعة النجومية",page-1,/public/images/stories/33/page-1.jpg,"A 12-year-old Saudi girl in her room drawing beautiful artwork, surrounded by art supplies"
33,"أقنعة النجومية",page-2,/public/images/stories/33/page-2.jpg,"Girl looking at her phone with mixed emotions, showing increasing follower count and comments"
33,"أقنعة النجومية",page-3,/public/images/stories/33/page-3.jpg,"Girl repeatedly filming herself, looking frustrated, surrounded by multiple outfit changes"
33,"أقنعة النجومية",page-4,/public/images/stories/33/page-4.jpg,"Mother looking concerned at daughter who is busy with her phone during family gathering"
33,"أقنعة النجومية",page-5,/public/images/stories/33/page-5.jpg,"Mother and daughter having a heart-to-heart conversation in a cozy room"
33,"أقنعة النجومية",page-6,/public/images/stories/33/page-6.jpg,"Girl confidently creating authentic content in her room, looking happy and relaxed"
34,"نظافة اليدين",page-1,/public/images/stories/34/page-1.jpg,"A Saudi girl in school uniform sitting at a bench eating a sandwich without washing her hands first"
34,"نظافة اليدين",page-2,/public/images/stories/34/page-2.jpg,"The girl holding her stomach in pain while her mother looks concerned"
34,"نظافة اليدين",page-3,/public/images/stories/34/page-3.jpg,"Mother and daughter at a female doctor's clinic in Saudi Arabia"
34,"نظافة اليدين",page-4,/public/images/stories/34/page-4.jpg,"Doctor showing educational pictures about germs to the girl"
34,"نظافة اليدين",page-5,/public/images/stories/34/page-5.jpg,"Girl washing hands properly at school sink with soap and water"
34,"نظافة اليدين",page-6,/public/images/stories/34/page-6.jpg,"Girl happily showing her clean hands to her classmates while teacher smiles approvingly"
35,"راشد يزرع الخير",page-1,/public/images/stories/35/page-1.jpg,"A Saudi boy helping his mother water plants in a small home garden in Riyadh"
35,"راشد يزرع الخير",page-2,/public/images/stories/35/page-2.jpg,"An elderly Saudi man carrying grocery bags while a young boy approaches to help"
35,"راشد يزرع الخير",page-3,/public/images/stories/35/page-3.jpg,"The boy helping the elderly neighbor carry groceries to his house"
35,"راشد يزرع الخير",page-4,/public/images/stories/35/page-4.jpg,"The boy and elderly man working together in a garden, planting seeds"
35,"راشد يزرع الخير",page-5,/public/images/stories/35/page-5.jpg,"The elderly neighbor visiting the sick boy, bringing dates and honey"
35,"راشد يزرع الخير",page-6,/public/images/stories/35/page-6.jpg,"The boy smiling in bed while the elderly neighbor and family gather around with warm expressions"
36,"رسائل الفجر",page-1,/public/images/stories/36/page-1.jpg,"Saudi elementary school classroom in the morning, with colorful sticky notes on desks. Students entering with curious expressions."
36,"رسائل الفجر",page-2,/public/images/stories/36/page-2.jpg,"Students gathered around desks, examining colorful notes, looking puzzled and happy."
36,"رسائل الفجر",page-3,/public/images/stories/36/page-3.jpg,"Early dawn at school, elderly janitor writing notes at a desk with a small lamp, unaware of student watching from doorway."
36,"رسائل الفجر",page-4,/public/images/stories/36/page-4.jpg,"Gentle interaction between student and elderly janitor, discussing the notes in semi-dark classroom."
36,"رسائل الفجر",page-5,/public/images/stories/36/page-5.jpg,"Students gathered around a large colorful thank-you card, drawing and writing together."
36,"رسائل الفجر",page-6,/public/images/stories/36/page-6.jpg,"Happy scene of janitor receiving thank-you card, surrounded by smiling students in clean school corridor."
37,"ساعةُ جَدِّي",page-1,/public/images/stories/37/page-1.jpg,"An elderly Saudi grandfather sitting in a traditional living room corner wearing a vintage watch, while his granddaughter is busy with her phone in the background"
37,"ساعةُ جَدِّي",page-2,/public/images/stories/37/page-2.jpg,"Grandfather looking sadly at his watch while the granddaughter walks away, traditional Saudi home interior"
37,"ساعةُ جَدِّي",page-3,/public/images/stories/37/page-3.jpg,"An old vintage watch lying on a traditional wooden table, with prayer beads beside it"
37,"ساعةُ جَدِّي",page-4,/public/images/stories/37/page-4.jpg,"Close-up of the watch with a small hidden button, tears falling on its surface"
37,"ساعةُ جَدِّي",page-5,/public/images/stories/37/page-5.jpg,"The granddaughter sitting in grandfather's corner, listening to the watch with tears in her eyes, surrounded by traditional Saudi decorations"
37,"ساعةُ جَدِّي",page-6,/public/images/stories/37/page-6.jpg,"The watch displayed prominently on a shelf with family photos, as sunlight streams through a traditional Arabian window design"
38,"نهاية السُّخرية",page-1,/public/images/stories/38/page-1.jpg,"A Saudi school playground with a boy laughing and pointing at other children, wearing traditional Saudi school uniform"
38,"نهاية السُّخرية",page-2,/public/images/stories/38/page-2.jpg,"A boy tripping and falling in a school courtyard, with his books scattered around"
38,"نهاية السُّخرية",page-3,/public/images/stories/38/page-3.jpg,"Two boys helping another boy get up, picking up his books with kind expressions"
38,"نهاية السُّخرية",page-4,/public/images/stories/38/page-4.jpg,"A father and son having a heart-to-heart conversation in a traditional Saudi living room"
38,"نهاية السُّخرية",page-5,/public/images/stories/38/page-5.jpg,"Three boys in Saudi school uniform, one apologizing sincerely to the others"
38,"نهاية السُّخرية",page-6,/public/images/stories/38/page-6.jpg,"A group of happy boys playing together in the schoolyard, showing friendship and respect"
39,"حَيُّنا الجَميل",page-1,/public/images/stories/39/page-1.jpg,"A Saudi boy looking through his bedroom window at a street with some scattered litter"
39,"حَيُّنا الجَميل",page-2,/public/images/stories/39/page-2.jpg,"A boy talking to his father in traditional Saudi dress in their living room"
39,"حَيُّنا الجَميل",page-3,/public/images/stories/39/page-3.jpg,"Community members gathering outside a mosque in evening light, discussing"
39,"حَيُّنا الجَميل",page-4,/public/images/stories/39/page-4.jpg,"People of different ages cleaning the neighborhood, wearing gloves and carrying bags, with a small brown cat watching"
39,"حَيُّنا الجَميل",page-5,/public/images/stories/39/page-5.jpg,"Clean neighborhood street with new trash bins and people planting small trees"
39,"حَيُّنا الجَميل",page-6,/public/images/stories/39/page-6.jpg,"Happy community members admiring their clean neighborhood at sunset, with Saad and his father in the foreground"
40,"صديقٌ جديدٌ في مدرستِنا",page-1,/public/images/stories/40/page-1.jpg,"A nervous-looking Saudi boy in school uniform standing at classroom door, holding his backpack"
40,"صديقٌ جديدٌ في مدرستِنا",page-2,/public/images/stories/40/page-2.jpg,"Teacher introducing Ahmed to his new classmates, students sitting at their desks"
40,"صديقٌ جديدٌ في مدرستِنا",page-3,/public/images/stories/40/page-3.jpg,"School playground with boys playing football, Saad inviting Ahmed to join"
40,"صديقٌ جديدٌ في مدرستِنا",page-4,/public/images/stories/40/page-4.jpg,"Ahmed showing his drawing to Saad in class, other students watching with interest"
40,"صديقٌ جديدٌ في مدرستِنا",page-5,/public/images/stories/40/page-5.jpg,"Ahmed and Saad walking together after school, both smiling and talking"
40,"صديقٌ جديدٌ في مدرستِنا",page-6,/public/images/stories/40/page-6.jpg,"Ahmed telling his mother about his day at home, looking happy and excited"
41,"سر الحديقة المهجورة",page-1,/public/images/stories/41/page-1.jpg,"An old house in Jeddah with tall trees in its garden, viewed from a boy's window at dusk"
41,"سر الحديقة المهجورة",page-2,/public/images/stories/41/page-2.jpg,"A black cat sitting on a garden wall, intensely watching something, with a curious boy observing from afar"
41,"سر الحديقة المهجورة",page-3,/public/images/stories/41/page-3.jpg,"Two Saudi boys discovering an old wooden box in an overgrown garden, with the black cat watching from nearby"
41,"سر الحديقة المهجورة",page-4,/public/images/stories/41/page-4.jpg,"The black cat scratching the ground near an old tree, while two boys hold a mysterious wooden box"
41,"سر الحديقة المهجورة",page-5,/public/images/stories/41/page-5.jpg,"A boy with trembling hands trying to open the box with a rusty key, his brother watching excitedly"
41,"سر الحديقة المهجورة",page-6,/public/images/stories/41/page-6.jpg,"The boys showing their father the box filled with old photos and letters, with the black cat watching contentedly from the window"
42,"النَّجْمَةُ الضَّائِعَة",page-1,/public/images/stories/42/page-1.jpg,"A Saudi girl in traditional dress sitting in a garden at night, looking up at the starry sky"
42,"النَّجْمَةُ الضَّائِعَة",page-2,/public/images/stories/42/page-2.jpg,"A small glowing star falling near a palm tree in a garden, with the girl watching in amazement"
42,"النَّجْمَةُ الضَّائِعَة",page-3,/public/images/stories/42/page-3.jpg,"The girl kneeling next to a small glowing star on the ground, with a concerned expression"
42,"النَّجْمَةُ الضَّائِعَة",page-4,/public/images/stories/42/page-4.jpg,"The girl running inside her house while the star waits in the garden"
42,"النَّجْمَةُ الضَّائِعَة",page-5,/public/images/stories/42/page-5.jpg,"An older boy with a telescope helping his sister and the glowing star"
42,"النَّجْمَةُ الضَّائِعَة",page-6,/public/images/stories/42/page-6.jpg,"The star back in the night sky, twinkling brightly, while the siblings wave goodbye from their garden"
43,"رحلة إلى سوق عكاظ",page-1,/public/images/stories/43/page-1.jpg,"A young Saudi girl Noura looking bored while her father talks enthusiastically about Souq Okaz. Traditional Saudi home setting."
43,"رحلة إلى سوق عكاظ",page-2,/public/images/stories/43/page-2.jpg,"Wide view of Souq Okaz with traditional tents, people in historical clothes, and Noura's expression changing from boredom to amazement."
43,"رحلة إلى سوق عكاظ",page-3,/public/images/stories/43/page-3.jpg,"Inside a traditional tent with a poet reciting, audience listening, and Noura asking her father questions."
43,"رحلة إلى سوق عكاظ",page-4,/public/images/stories/43/page-4.jpg,"Traditional craftsmen working on pottery and carpet weaving, with Noura and her father watching."
43,"رحلة إلى سوق عكاظ",page-5,/public/images/stories/43/page-5.jpg,"Family dining in a traditional tent, with traditional Saudi food and Noura speaking excitedly."
43,"رحلة إلى سوق عكاظ",page-6,/public/images/stories/43/page-6.jpg,"Noura in the car returning home, holding a book about Souq Okaz, looking happy and excited."
44,"اللوحة المتنفسة",page-1,/public/images/stories/44/page-1.jpg,"A young Saudi boy sitting in front of a blank canvas in his room, surrounded by painting tools"
44,"اللوحة المتنفسة",page-2,/public/images/stories/44/page-2.jpg,"A partially painted canvas showing a traditional desert scene with a tent, palm tree, and camel"
44,"اللوحة المتنفسة",page-3,/public/images/stories/44/page-3.jpg,"The painted elements on canvas starting to shimmer mysteriously, with a warm glow"
44,"اللوحة المتنفسة",page-4,/public/images/stories/44/page-4.jpg,"The painted elements coming alive with subtle movement, telling stories through visual symbols"
44,"اللوحة المتنفسة",page-5,/public/images/stories/44/page-5.jpg,"The boy painting with renewed enthusiasm, his brushstrokes more confident and expressive"
44,"اللوحة المتنفسة",page-6,/public/images/stories/44/page-6.jpg,"A completed vibrant painting showing a rich cultural scene, with the boy standing proudly beside it"
45,"فهد في قصر المصمك",page-1,/public/images/stories/45/page-1.jpg,"A young Saudi boy 'Fahad' and his father approaching the historic Masmak Palace in Riyadh, morning sunlight, traditional Saudi dress"
45,"فهد في قصر المصمك",page-2,/public/images/stories/45/page-2.jpg,"Close-up of Masmak Palace's huge wooden door, with Fahad looking up at it in amazement, father pointing at details"
45,"فهد في قصر المصمك",page-3,/public/images/stories/45/page-3.jpg,"Inside Masmak Palace corridors, Fahad with closed eyes imagining historical scenes, traditional interior architecture visible"
45,"فهد في قصر المصمك",page-4,/public/images/stories/45/page-4.jpg,"Fahad and his father looking at displayed historical weapons in glass cases, traditional Saudi artifacts"
45,"فهد في قصر المصمك",page-5,/public/images/stories/45/page-5.jpg,"Fahad and his father on Masmak Palace roof, viewing modern Riyadh skyline, contrast between old and new"
45,"فهد في قصر المصمك",page-6,/public/images/stories/45/page-6.jpg,"Fahad and his father walking away from Masmak Palace, Fahad looking back at the palace with pride, sunset lighting"
46,"ألوان علمنا",page-1,/public/images/stories/46/page-1.jpg,"A young Saudi girl in school uniform standing in front of mirror, her mother nearby, Saudi flag visible through window"
46,"ألوان علمنا",page-2,/public/images/stories/46/page-2.jpg,"Mother and daughter looking at Saudi flag, with date palms visible through window"
46,"ألوان علمنا",page-3,/public/images/stories/46/page-3.jpg,"School assembly with teacher explaining about flag to students, large Saudi flag on display"
46,"ألوان علمنا",page-4,/public/images/stories/46/page-4.jpg,"Split scene: modern girl imagining her grandfather in traditional Saudi dress telling stories"
46,"ألوان علمنا",page-5,/public/images/stories/46/page-5.jpg,"Girls raising Saudi flag in school courtyard, flag waving against blue sky"
46,"ألوان علمنا",page-6,/public/images/stories/46/page-6.jpg,"Girl hanging her drawing of Saudi flag on her bedroom wall, room decorated in traditional and modern style"
47,"نقوش الشجاعة",page-1,/public/images/stories/47/page-1.jpg,"A young Saudi boy sitting near ancient mountain rocks with petroglyphs in Najran, looking curious"
47,"نقوش الشجاعة",page-2,/public/images/stories/47/page-2.jpg,"An elderly man in traditional Saudi clothes showing his grandson ancient inscriptions on rocks"
47,"نقوش الشجاعة",page-3,/public/images/stories/47/page-3.jpg,"Close-up of ancient Arabian petroglyphs showing horses and warriors"
47,"نقوش الشجاعة",page-4,/public/images/stories/47/page-4.jpg,"The boy and his grandfather examining petroglyphs showing community life scenes"
47,"نقوش الشجاعة",page-5,/public/images/stories/47/page-5.jpg,"The grandfather handing a notebook to his grandson near the ancient rocks at sunset"
47,"نقوش الشجاعة",page-6,/public/images/stories/47/page-6.jpg,"The boy drawing in his notebook, with the ancient mountains and his village in the background"
48,"حكايات جدتي عن بيت الطين",page-1,/public/images/stories/48/page-1.jpg,"A young Saudi girl sitting with her grandmother in a modern living room with air conditioning"
48,"حكايات جدتي عن بيت الطين",page-2,/public/images/stories/48/page-2.jpg,"A traditional mud house in old Saudi Arabia with oil lamps and an open courtyard under moonlight"
48,"حكايات جدتي عن بيت الطين",page-3,/public/images/stories/48/page-3.jpg,"Women baking bread in traditional clay oven, children playing in a sandy courtyard, Arabic coffee pots visible"
48,"حكايات جدتي عن بيت الطين",page-4,/public/images/stories/48/page-4.jpg,"People gathering water from a well, cooking on firewood, family gathered around a traditional fireplace"
48,"حكايات جدتي عن بيت الطين",page-5,/public/images/stories/48/page-5.jpg,"Grandmother smiling warmly at her granddaughter, traditional decorations visible in background"
48,"حكايات جدتي عن بيت الطين",page-6,/public/images/stories/48/page-6.jpg,"Modern Saudi city skyline transitioning from old mud houses, symbolizing progress while honoring heritage"
49,"مقهى عبدالله",page-1,/public/images/stories/49/page-1.jpg,"A modern coffee shop next to an old mosque in a traditional Saudi neighborhood, with a young man standing proudly at the entrance"
49,"مقهى عبدالله",page-2,/public/images/stories/49/page-2.jpg,"An elderly Saudi man in traditional dress sitting with the young cafe owner, gesturing while speaking"
49,"مقهى عبدالله",page-3,/public/images/stories/49/page-3.jpg,"The elderly man demonstrating traditional coffee preparation methods, with ancient coffee pots and traditional settings in the background"
49,"مقهى عبدالله",page-4,/public/images/stories/49/page-4.jpg,"The young man visiting traditional homes, sitting with elders and taking notes while they share stories"
49,"مقهى عبدالله",page-5,/public/images/stories/49/page-5.jpg,"Interior of a renovated cafe showing a blend of modern and traditional elements, with a special corner for traditional coffee"
49,"مقهى عبدالله",page-6,/public/images/stories/49/page-6.jpg,"A bustling cafe filled with people of all ages, young and old sharing coffee and stories, with both modern and traditional elements visible"
51,"احترام المهن",page-1,/public/images/stories/51/page-1.jpg,"A cheerful Saudi teacher preparing her students for a school trip, children excited and raising their hands"
51,"احترام المهن",page-2,/public/images/stories/51/page-2.jpg,"Students watching a friendly postal worker sorting colorful letters in a small neighborhood post office"
51,"احترام المهن",page-3,/public/images/stories/51/page-3.jpg,"Children watching a sanitation worker demonstrating cleaning equipment in a clean Saudi street"
51,"احترام المهن",page-4,/public/images/stories/51/page-4.jpg,"Students learning from a paramedic showing them a medical kit beside an ambulance"
51,"احترام المهن",page-5,/public/images/stories/51/page-5.jpg,"Students discussing their favorite professions in class, each child holding a small drawing of their chosen job"
51,"احترام المهن",page-6,/public/images/stories/51/page-6.jpg,"Children happily waving to different community workers in their neighborhood as they walk home"
52,"عباءة جدّتي",page-1,/public/images/stories/52/page-1.jpg,"A young Saudi girl discovering an old ornate abaya in a wooden chest at her grandmother's traditional house"
52,"عباءة جدّتي",page-2,/public/images/stories/52/page-2.jpg,"Grandmother sitting with her granddaughter, holding the abaya and smiling warmly"
52,"عباءة جدّتي",page-3,/public/images/stories/52/page-3.jpg,"Close-up of intricate golden embroidery on the black abaya, with small hands touching it"
52,"عباءة جدّتي",page-4,/public/images/stories/52/page-4.jpg,"Grandmother helping the little girl try on a small modern abaya"
52,"عباءة جدّتي",page-5,/public/images/stories/52/page-5.jpg,"Mother wearing an elegant abaya while her daughter looks at her admiringly"
52,"عباءة جدّتي",page-6,/public/images/stories/52/page-6.jpg,"Grandmother and granddaughter sitting together, looking at old family photos of women in traditional Saudi dress"
53,"فنجان القهوة الأول",page-1,/public/images/stories/53/page-1.jpg,"A Saudi boy watching his father serving Arabic coffee to guests in a traditional majlis setting, father holding a traditional coffee pot (dallah)"
53,"فنجان القهوة الأول",page-2,/public/images/stories/53/page-2.jpg,"Father and son sitting together, father explaining while holding a coffee cup, traditional Saudi dress"
53,"فنجان القهوة الأول",page-3,/public/images/stories/53/page-3.jpg,"Close-up of father demonstrating coffee serving etiquette to his son, showing the right way to hold the dallah and cup"
53,"فنجان القهوة الأول",page-4,/public/images/stories/53/page-4.jpg,"Grandfather arriving at the house, boy excitedly asking his father while looking at the coffee set"
53,"فنجان القهوة الأول",page-5,/public/images/stories/53/page-5.jpg,"Boy carefully serving coffee to his grandfather who is sitting in the majlis, both wearing traditional Saudi dress"
53,"فنجان القهوة الأول",page-6,/public/images/stories/53/page-6.jpg,"Boy looking proud and happy, standing next to his father and grandfather, with the coffee set in front of them in a warm family scene"